note_id,subsystem,concern,expected_behaviour,confidence,action,urgency
NOTE_0959,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0960,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0961,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0962,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0963,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0964,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0965,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0966,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0967,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0968,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0969,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0970,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0971,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0972,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0973,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0974,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0975,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0976,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0977,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0978,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0979,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0980,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0981,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0982,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0983,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0984,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0985,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0986,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0987,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0988,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0989,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0990,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0991,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0992,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0993,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0994,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0995,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0996,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0997,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0998,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0999,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1000,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1001,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1002,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1003,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1004,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1005,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1006,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1007,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1008,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1009,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1010,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1011,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1012,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1013,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1014,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1015,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1016,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1017,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1018,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1019,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1020,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1021,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1022,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1023,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1024,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1025,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1026,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1027,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1028,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1029,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1030,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1031,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1032,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1033,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1034,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1035,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1036,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1037,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1038,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1039,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1040,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1041,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1042,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1043,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1044,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1045,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1046,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1047,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1048,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1049,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1050,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1051,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1052,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1053,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1054,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1055,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1056,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1057,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1058,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1059,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1060,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1061,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1062,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1063,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1064,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1065,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1066,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1067,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1068,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1069,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1070,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1071,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1072,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1073,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1074,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1075,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1076,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1077,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1078,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1079,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1080,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1081,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1082,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1083,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1084,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1085,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1086,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1087,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1088,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1089,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1090,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1091,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1092,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1093,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1094,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1095,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1096,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1097,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1098,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1099,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1100,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1101,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1102,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1103,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1104,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1105,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1106,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1107,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1108,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1109,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1110,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1111,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1112,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1113,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1114,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1115,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1116,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1117,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1118,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1119,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1120,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1121,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1122,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1123,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1124,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1125,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1126,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1127,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1128,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1129,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1130,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1131,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1132,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1133,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1134,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1135,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1136,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1137,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1138,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1139,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1140,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1141,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1142,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1143,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1144,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1145,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1146,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1147,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1148,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1149,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1150,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1151,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1152,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1153,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1154,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1155,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1156,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1157,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1158,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1159,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1160,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1161,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1162,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1163,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1164,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1165,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1166,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1167,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1168,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1169,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1170,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1171,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1172,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1173,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1174,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1175,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1176,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1177,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1178,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1179,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1180,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1181,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1182,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1183,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1184,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1185,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1186,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1187,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1188,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1189,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1190,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1191,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1192,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1193,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1194,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1195,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1196,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1197,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1198,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1199,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1200,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1201,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1202,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_1203,EPS,,Yes,High,,Nominal
NOTE_1204,System,,Yes,High,,Nominal
NOTE_1205,System,,Yes,High,,Nominal
NOTE_1206,EPS,,Yes,High,,Nominal
NOTE_1207,TT&C,,Yes,High,,Nominal
NOTE_1208,TT&C,,Yes,High,,Nominal
NOTE_1209,EPS,,Yes,High,,Nominal
NOTE_1210,System,,Yes,High,,Nominal
NOTE_1211,System,,Yes,High,,Nominal
NOTE_1212,EPS,,Yes,High,,Nominal
NOTE_1213,TT&C,,Yes,High,,Nominal
NOTE_1214,TT&C,,Yes,High,,Nominal
NOTE_1215,EPS,,Yes,High,,Nominal
NOTE_1216,System,,Yes,High,,Nominal
NOTE_1217,System,,Yes,High,,Nominal
NOTE_1218,EPS,,Yes,High,,Nominal
NOTE_1219,TT&C,,Yes,High,,Nominal
NOTE_1220,TT&C,,Yes,High,,Nominal
NOTE_1221,EPS,,Yes,High,,Nominal
NOTE_1222,System,,Yes,High,,Nominal
NOTE_1223,System,,Yes,High,,Nominal
NOTE_1224,EPS,,Yes,High,,Nominal
NOTE_1225,TT&C,,Yes,High,,Nominal
NOTE_1226,TT&C,,Yes,High,,Nominal
NOTE_1227,EPS,,Yes,High,,Nominal
NOTE_1228,System,,Yes,High,,Nominal
NOTE_1229,System,,Yes,High,,Nominal
NOTE_1230,EPS,,Yes,High,,Nominal
NOTE_1231,TT&C,,Yes,High,,Nominal
NOTE_1232,TT&C,,Yes,High,,Nominal
NOTE_1233,EPS,,Yes,High,,Nominal
NOTE_1234,System,,Yes,High,,Nominal
NOTE_1235,System,,Yes,High,,Nominal
NOTE_1236,EPS,,Yes,High,,Nominal
NOTE_1237,TT&C,,Yes,High,,Nominal
NOTE_1238,TT&C,,Yes,High,,Nominal
NOTE_1239,EPS,,Yes,High,,Nominal
NOTE_1240,System,,Yes,High,,Nominal
NOTE_1241,System,,Yes,High,,Nominal
NOTE_1242,EPS,,Yes,High,,Nominal
NOTE_1243,TT&C,,Yes,High,,Nominal
NOTE_1244,TT&C,,Yes,High,,Nominal
NOTE_1245,EPS,,Yes,High,,Nominal
NOTE_1246,System,,Yes,High,,Nominal
NOTE_1247,System,,Yes,High,,Nominal
NOTE_1248,EPS,,Yes,High,,Nominal
NOTE_1249,TT&C,,Yes,High,,Nominal
NOTE_1250,TT&C,,Yes,High,,Nominal
NOTE_1251,EPS,,Yes,High,,Nominal
NOTE_1252,System,,Yes,High,,Nominal
NOTE_1253,System,,Yes,High,,Nominal
NOTE_1254,EPS,,Yes,High,,Nominal
NOTE_1255,TT&C,,Yes,High,,Nominal
NOTE_1256,TT&C,,Yes,High,,Nominal
NOTE_1257,EPS,,Yes,High,,Nominal
NOTE_1258,System,,Yes,High,,Nominal
NOTE_1259,System,,Yes,High,,Nominal
NOTE_1260,EPS,,Yes,High,,Nominal
NOTE_1261,TT&C,,Yes,High,,Nominal
NOTE_1262,TT&C,,Yes,High,,Nominal
NOTE_1263,EPS,,Yes,High,,Nominal
NOTE_1264,System,,Yes,High,,Nominal
NOTE_1265,System,,Yes,High,,Nominal
NOTE_1266,EPS,,Yes,High,,Nominal
NOTE_1267,TT&C,,Yes,High,,Nominal
NOTE_1268,TT&C,,Yes,High,,Nominal
NOTE_1269,EPS,,Yes,High,,Nominal
NOTE_1270,System,,Yes,High,,Nominal
NOTE_1271,System,,Yes,High,,Nominal
NOTE_1272,EPS,,Yes,High,,Nominal
NOTE_1273,TT&C,,Yes,High,,Nominal
NOTE_1274,TT&C,,Yes,High,,Nominal
NOTE_1275,EPS,,Yes,High,,Nominal
NOTE_1276,System,,Yes,High,,Nominal
NOTE_1277,System,,Yes,High,,Nominal
NOTE_1278,EPS,,Yes,High,,Nominal
NOTE_1279,TT&C,,Yes,High,,Nominal
NOTE_1280,TT&C,,Yes,High,,Nominal
NOTE_1281,EPS,,Yes,High,,Nominal
NOTE_1282,System,,Yes,High,,Nominal
NOTE_1283,System,,Yes,High,,Nominal
NOTE_1284,EPS,,Yes,High,,Nominal
NOTE_1285,TT&C,,Yes,High,,Nominal
NOTE_1286,TT&C,,Yes,High,,Nominal
NOTE_1287,EPS,,Yes,High,,Nominal
NOTE_1288,System,,Yes,High,,Nominal
NOTE_1289,System,,Yes,High,,Nominal
NOTE_1290,EPS,,Yes,High,,Nominal
NOTE_1291,TT&C,,Yes,High,,Nominal
NOTE_1292,TT&C,,Yes,High,,Nominal
NOTE_1293,EPS,,Yes,High,,Nominal
NOTE_1294,System,,Yes,High,,Nominal
NOTE_1295,System,,Yes,High,,Nominal
NOTE_1296,EPS,,Yes,High,,Nominal
NOTE_1297,TT&C,,Yes,High,,Nominal
NOTE_1298,TT&C,,Yes,High,,Nominal
NOTE_1299,EPS,,Yes,High,,Nominal
NOTE_1300,System,,Yes,High,,Nominal
NOTE_1301,System,,Yes,High,,Nominal
NOTE_1302,EPS,,Yes,High,,Nominal
NOTE_1303,TT&C,,Yes,High,,Nominal
NOTE_1304,TT&C,,Yes,High,,Nominal
NOTE_1305,EPS,,Yes,High,,Nominal
NOTE_1306,System,,Yes,High,,Nominal
NOTE_1307,System,,Yes,High,,Nominal
NOTE_1308,EPS,,Yes,High,,Nominal
NOTE_1309,TT&C,,Yes,High,,Nominal
NOTE_1310,TT&C,,Yes,High,,Nominal
NOTE_1311,EPS,,Yes,High,,Nominal
NOTE_1312,System,,Yes,High,,Nominal
NOTE_1313,System,,Yes,High,,Nominal
NOTE_1314,EPS,,Yes,High,,Nominal
NOTE_1315,TT&C,,Yes,High,,Nominal
NOTE_1316,TT&C,,Yes,High,,Nominal
NOTE_1317,EPS,,Yes,High,,Nominal
NOTE_1318,System,,Yes,High,,Nominal
NOTE_1319,System,,Yes,High,,Nominal
NOTE_1320,EPS,,Yes,High,,Nominal
NOTE_1321,TT&C,,Yes,High,,Nominal
NOTE_1322,TT&C,,Yes,High,,Nominal
NOTE_1323,EPS,,Yes,High,,Nominal
NOTE_1324,System,,Yes,High,,Nominal
NOTE_1325,System,,Yes,High,,Nominal
NOTE_1326,EPS,,Yes,High,,Nominal
NOTE_1327,TT&C,,Yes,High,,Nominal
NOTE_1328,TT&C,,Yes,High,,Nominal
NOTE_1329,EPS,,Yes,High,,Nominal
NOTE_1330,System,,Yes,High,,Nominal
NOTE_1331,System,,Yes,High,,Nominal
NOTE_1332,EPS,,Yes,High,,Nominal
NOTE_1333,TT&C,,Yes,High,,Nominal
NOTE_1334,TT&C,,Yes,High,,Nominal
NOTE_1335,EPS,,Yes,High,,Nominal
NOTE_1336,System,,Yes,High,,Nominal
NOTE_1337,System,,Yes,High,,Nominal
NOTE_1338,EPS,,Yes,High,,Nominal
NOTE_1339,TT&C,,Yes,High,,Nominal
NOTE_1340,TT&C,,Yes,High,,Nominal
NOTE_1341,EPS,,Yes,High,,Nominal
NOTE_1342,System,,Yes,High,,Nominal
NOTE_1343,System,,Yes,High,,Nominal
NOTE_1344,EPS,,Yes,High,,Nominal
NOTE_1345,TT&C,,Yes,High,,Nominal
NOTE_1346,TT&C,,Yes,High,,Nominal
