mission_id,timestamp,orbit_number,type,id,description
M03,2026-07-02T13:57:00Z,24,EVENT,orbit_start,Start of Orbit 24
M03,2026-07-02T14:17:00Z,24,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-02T14:32:00Z,24,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-02T15:00:00Z,24,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-02T15:07:00Z,24,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-02T15:17:00Z,24,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-02T15:36:00Z,25,EVENT,orbit_start,Start of Orbit 25
M03,2026-07-02T15:56:00Z,25,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-02T16:11:00Z,25,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-02T16:39:00Z,25,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-02T16:46:00Z,25,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-02T16:56:00Z,25,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-02T17:15:00Z,26,EVENT,orbit_start,Start of Orbit 26
M03,2026-07-02T17:35:00Z,26,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-02T17:50:00Z,26,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-02T18:18:00Z,26,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-02T18:25:00Z,26,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-02T18:35:00Z,26,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-02T18:54:00Z,27,EVENT,orbit_start,Start of Orbit 27
M03,2026-07-02T19:14:00Z,27,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-02T19:29:00Z,27,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-02T19:57:00Z,27,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-02T20:04:00Z,27,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-02T20:14:00Z,27,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-02T20:33:00Z,28,EVENT,orbit_start,Start of Orbit 28
M03,2026-07-02T20:53:00Z,28,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-02T21:08:00Z,28,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-02T21:36:00Z,28,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-02T21:43:00Z,28,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-02T21:53:00Z,28,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-02T22:12:00Z,29,EVENT,orbit_start,Start of Orbit 29
M03,2026-07-02T22:32:00Z,29,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-02T22:47:00Z,29,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-02T23:15:00Z,29,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-02T23:22:00Z,29,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-02T23:32:00Z,29,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-02T23:51:00Z,30,FAULT,cooling_failure,Central Active Cooling Loop pump failure: thermal conductivity halved
M03,2026-07-02T23:51:00Z,30,EVENT,orbit_start,Start of Orbit 30
M03,2026-07-03T00:11:00Z,30,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T00:26:00Z,30,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T00:54:00Z,30,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T01:01:00Z,30,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T01:11:00Z,30,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T01:30:00Z,31,EVENT,orbit_start,Start of Orbit 31
M03,2026-07-03T01:50:00Z,31,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T02:05:00Z,31,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T02:33:00Z,31,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T02:40:00Z,31,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T02:50:00Z,31,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T03:09:00Z,32,EVENT,orbit_start,Start of Orbit 32
M03,2026-07-03T03:29:00Z,32,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T03:44:00Z,32,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T04:12:00Z,32,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T04:19:00Z,32,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T04:29:00Z,32,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T04:48:00Z,33,EVENT,orbit_start,Start of Orbit 33
M03,2026-07-03T05:08:00Z,33,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T05:23:00Z,33,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T05:51:00Z,33,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T05:58:00Z,33,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T06:08:00Z,33,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T06:27:00Z,34,EVENT,orbit_start,Start of Orbit 34
M03,2026-07-03T06:47:00Z,34,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T07:02:00Z,34,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T07:30:00Z,34,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T07:37:00Z,34,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T07:47:00Z,34,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T08:06:00Z,35,EVENT,orbit_start,Start of Orbit 35
M03,2026-07-03T08:26:00Z,35,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T08:41:00Z,35,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T09:09:00Z,35,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T09:16:00Z,35,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T09:26:00Z,35,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T09:45:00Z,36,EVENT,orbit_start,Start of Orbit 36
M03,2026-07-03T10:05:00Z,36,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T10:20:00Z,36,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T10:48:00Z,36,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T10:55:00Z,36,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T11:05:00Z,36,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T11:24:00Z,37,EVENT,orbit_start,Start of Orbit 37
M03,2026-07-03T11:44:00Z,37,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T11:59:00Z,37,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T12:27:00Z,37,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T12:34:00Z,37,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T12:44:00Z,37,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T13:03:00Z,38,EVENT,orbit_start,Start of Orbit 38
M03,2026-07-03T13:23:00Z,38,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T13:38:00Z,38,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T14:06:00Z,38,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T14:13:00Z,38,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T14:23:00Z,38,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T14:42:00Z,39,EVENT,orbit_start,Start of Orbit 39
M03,2026-07-03T15:02:00Z,39,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T15:17:00Z,39,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T15:45:00Z,39,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T15:52:00Z,39,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T16:02:00Z,39,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T16:21:00Z,40,EVENT,orbit_start,Start of Orbit 40
M03,2026-07-03T16:41:00Z,40,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T16:56:00Z,40,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T17:24:00Z,40,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T17:31:00Z,40,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T17:41:00Z,40,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T18:00:00Z,41,EVENT,orbit_start,Start of Orbit 41
M03,2026-07-03T18:20:00Z,41,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T18:35:00Z,41,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T19:03:00Z,41,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T19:10:00Z,41,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T19:20:00Z,41,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T19:39:00Z,42,EVENT,orbit_start,Start of Orbit 42
M03,2026-07-03T19:59:00Z,42,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T20:14:00Z,42,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T20:42:00Z,42,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T20:49:00Z,42,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T20:59:00Z,42,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T21:18:00Z,43,EVENT,orbit_start,Start of Orbit 43
M03,2026-07-03T21:38:00Z,43,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T21:53:00Z,43,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-03T22:21:00Z,43,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-03T22:28:00Z,43,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-03T22:38:00Z,43,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-03T22:57:00Z,44,EVENT,orbit_start,Start of Orbit 44
M03,2026-07-03T23:17:00Z,44,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-03T23:32:00Z,44,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T00:00:00Z,44,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T00:07:00Z,44,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T00:17:00Z,44,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T00:36:00Z,45,EVENT,orbit_start,Start of Orbit 45
M03,2026-07-04T00:56:00Z,45,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T01:11:00Z,45,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T01:39:00Z,45,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T01:46:00Z,45,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T01:56:00Z,45,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T02:15:00Z,46,EVENT,orbit_start,Start of Orbit 46
M03,2026-07-04T02:35:00Z,46,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T02:50:00Z,46,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T03:18:00Z,46,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T03:25:00Z,46,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T03:35:00Z,46,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T03:54:00Z,47,EVENT,orbit_start,Start of Orbit 47
M03,2026-07-04T04:14:00Z,47,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T04:29:00Z,47,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T04:57:00Z,47,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T05:04:00Z,47,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T05:14:00Z,47,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T05:33:00Z,48,EVENT,orbit_start,Start of Orbit 48
M03,2026-07-04T05:53:00Z,48,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T06:08:00Z,48,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T06:36:00Z,48,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T06:43:00Z,48,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T06:53:00Z,48,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T07:12:00Z,49,EVENT,orbit_start,Start of Orbit 49
M03,2026-07-04T07:32:00Z,49,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T07:47:00Z,49,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T08:15:00Z,49,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T08:22:00Z,49,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T08:32:00Z,49,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T08:51:00Z,50,EVENT,orbit_start,Start of Orbit 50
M03,2026-07-04T09:11:00Z,50,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T09:26:00Z,50,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T09:54:00Z,50,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T10:01:00Z,50,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T10:11:00Z,50,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T10:30:00Z,51,EVENT,orbit_start,Start of Orbit 51
M03,2026-07-04T10:50:00Z,51,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T11:05:00Z,51,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T11:33:00Z,51,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T11:40:00Z,51,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T11:50:00Z,51,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T12:09:00Z,52,EVENT,orbit_start,Start of Orbit 52
M03,2026-07-04T12:29:00Z,52,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T12:44:00Z,52,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T13:12:00Z,52,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T13:19:00Z,52,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T13:29:00Z,52,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T13:48:00Z,53,EVENT,orbit_start,Start of Orbit 53
M03,2026-07-04T14:08:00Z,53,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T14:23:00Z,53,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T14:51:00Z,53,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T14:58:00Z,53,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T15:08:00Z,53,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T15:27:00Z,54,EVENT,orbit_start,Start of Orbit 54
M03,2026-07-04T15:47:00Z,54,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T16:02:00Z,54,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T16:30:00Z,54,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T16:37:00Z,54,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T16:47:00Z,54,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T17:06:00Z,55,EVENT,orbit_start,Start of Orbit 55
M03,2026-07-04T17:26:00Z,55,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T17:41:00Z,55,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T18:09:00Z,55,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T18:16:00Z,55,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T18:26:00Z,55,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T18:45:00Z,56,EVENT,orbit_start,Start of Orbit 56
M03,2026-07-04T19:05:00Z,56,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T19:20:00Z,56,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T19:48:00Z,56,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T19:55:00Z,56,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T20:05:00Z,56,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T20:24:00Z,57,EVENT,orbit_start,Start of Orbit 57
M03,2026-07-04T20:44:00Z,57,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T20:59:00Z,57,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T21:27:00Z,57,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T21:34:00Z,57,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T21:44:00Z,57,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T22:03:00Z,58,EVENT,orbit_start,Start of Orbit 58
M03,2026-07-04T22:23:00Z,58,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-04T22:38:00Z,58,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-04T23:06:00Z,58,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-04T23:13:00Z,58,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-04T23:23:00Z,58,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-04T23:42:00Z,59,EVENT,orbit_start,Start of Orbit 59
M03,2026-07-05T00:02:00Z,59,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T00:17:00Z,59,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T00:45:00Z,59,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T00:52:00Z,59,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T01:02:00Z,59,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T01:21:00Z,60,EVENT,orbit_start,Start of Orbit 60
M03,2026-07-05T01:41:00Z,60,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T01:56:00Z,60,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T02:24:00Z,60,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T02:31:00Z,60,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T02:41:00Z,60,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T03:00:00Z,61,EVENT,orbit_start,Start of Orbit 61
M03,2026-07-05T03:20:00Z,61,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T03:35:00Z,61,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T04:03:00Z,61,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T04:10:00Z,61,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T04:20:00Z,61,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T04:39:00Z,62,EVENT,orbit_start,Start of Orbit 62
M03,2026-07-05T04:59:00Z,62,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T05:14:00Z,62,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T05:42:00Z,62,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T05:49:00Z,62,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T05:59:00Z,62,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T06:18:00Z,63,EVENT,orbit_start,Start of Orbit 63
M03,2026-07-05T06:38:00Z,63,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T06:53:00Z,63,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T07:21:00Z,63,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T07:28:00Z,63,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T07:38:00Z,63,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T07:57:00Z,64,EVENT,orbit_start,Start of Orbit 64
M03,2026-07-05T08:17:00Z,64,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T08:32:00Z,64,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T09:00:00Z,64,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T09:07:00Z,64,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T09:17:00Z,64,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T09:36:00Z,65,EVENT,orbit_start,Start of Orbit 65
M03,2026-07-05T09:56:00Z,65,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T10:11:00Z,65,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T10:39:00Z,65,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T10:46:00Z,65,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T10:56:00Z,65,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T11:15:00Z,66,EVENT,orbit_start,Start of Orbit 66
M03,2026-07-05T11:35:00Z,66,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T11:50:00Z,66,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T12:18:00Z,66,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T12:25:00Z,66,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T12:35:00Z,66,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T12:54:00Z,67,EVENT,orbit_start,Start of Orbit 67
M03,2026-07-05T13:14:00Z,67,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T13:29:00Z,67,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T13:57:00Z,67,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T14:04:00Z,67,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T14:14:00Z,67,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T14:33:00Z,68,EVENT,orbit_start,Start of Orbit 68
M03,2026-07-05T14:53:00Z,68,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T15:08:00Z,68,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T15:36:00Z,68,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T15:43:00Z,68,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T15:53:00Z,68,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T16:12:00Z,69,EVENT,orbit_start,Start of Orbit 69
M03,2026-07-05T16:32:00Z,69,EVENT,payload_active,Scientific Payload turned ON for observation
M03,2026-07-05T16:47:00Z,69,EVENT,payload_idle,Scientific Payload idle: observation complete
M03,2026-07-05T17:15:00Z,69,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M03,2026-07-05T17:22:00Z,69,EVENT,ground_pass,Ground pass contact established; downlink active
M03,2026-07-05T17:32:00Z,69,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M03,2026-07-05T17:51:00Z,70,FAULT,thermal_runaway,Battery Thermal Runaway triggered by battery overheating! Temperature rising exponentially.
M03,2026-07-05T17:51:00Z,70,EVENT,orbit_start,Start of Orbit 70
M03,2026-07-05T17:55:00Z,70,ACTION,batt_short_circuit,Battery cells melted. Complete loss of power. Spacecraft dead.
M04,2026-07-01T00:00:00Z,1,EVENT,orbit_start,Start of Orbit 1
M04,2026-07-01T00:20:00Z,1,EVENT,payload_active,Scientific Payload turned ON for observation
M04,2026-07-01T00:35:00Z,1,EVENT,payload_idle,Scientific Payload idle: observation complete
M04,2026-07-01T01:03:00Z,1,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M04,2026-07-01T01:10:00Z,1,EVENT,ground_pass,Ground pass contact established; downlink active
M04,2026-07-01T01:20:00Z,1,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M04,2026-07-01T01:39:00Z,2,EVENT,orbit_start,Start of Orbit 2
M04,2026-07-01T01:59:00Z,2,EVENT,payload_active,Scientific Payload turned ON for observation
M04,2026-07-01T02:14:00Z,2,EVENT,payload_idle,Scientific Payload idle: observation complete
M04,2026-07-01T02:42:00Z,2,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M04,2026-07-01T02:49:00Z,2,EVENT,ground_pass,Ground pass contact established; downlink active
M04,2026-07-01T02:59:00Z,2,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M04,2026-07-01T03:18:00Z,3,EVENT,orbit_start,Start of Orbit 3
M04,2026-07-01T03:38:00Z,3,EVENT,payload_active,Scientific Payload turned ON for observation
M04,2026-07-01T03:53:00Z,3,EVENT,payload_idle,Scientific Payload idle: observation complete
M04,2026-07-01T04:21:00Z,3,EVENT,eclipse_entry,Eclipse entry: solar array output drops to zero
M04,2026-07-01T04:28:00Z,3,EVENT,ground_pass,Ground pass contact established; downlink active
M04,2026-07-01T04:38:00Z,3,EVENT,ground_pass_end,Ground pass complete; S-band transmitter idle
M04,2026-07-01T04:57:00Z,4,EVENT,orbit_start,Start of Orbit 4
